date,cpi,roccpi,roccpi_bps,gdp,rocgdp,rocgdp_bps,10y2yr,roc10_2,10y2y_bps,10y,roc10y,10y_bps,vehicle_sales,roc_vs,vs_bps,wti,rocwti,rocwti_bps,dxy,rocdxy,rocdxy_bps,conjob_claims,rocjobclaims,rocjob_bps,Indust Prod Index,rocIndust_Prod,rocIndPro_bps,m2vel,roc_m2vel,rocm2vel_bps,vix
1/1/2012,228.478,2.248337465,-2.832516843,16129.418,2.651756656,104.2410995,1.9,-28.83895131,1019.450594,2.23,-35.73487032,699.240241,14.594,10.06863263,60.4134415,103.03,-2.975798098,-1112.856676,79.29,2.006947125,343.052678,3286000,-12.74561869,2.346154126,99.3893,3.560690076,40.18662734,1.639,-4.875217644,69.9495,15.5
4/1/2012,229.623,2.192285611,-5.605185414,16198.807,2.361508581,-29.02480747,1.34,-50.91575092,-2207.67996,1.67,-47.48427673,-1174.940641,14.467,21.71462224,1164.598961,85.04,-10.7660021,-779.0204001,78.78,8.021390374,601.444325,3304000,-11.15891369,158.6705007,100.0219333,3.803207369,24.25172932,1.629,-4.95915986,-8.394221633,17.08
7/1/2012,230.659,2.008243483,-18.40421278,16220.667,2.528124546,16.66159646,1.42,-14.97005988,3594.569104,1.65,-14.0625,3342.177673,15.099,13.05031447,-866.430777,92.18,16.78702648,2755.302858,82.64,11.82679296,380.5402589,3309000,-10.73644456,42.24691221,100.0321,2.613970102,-118.9237268,1.606,-2.666666667,229.2493193,15.73
10/1/2012,231.725,1.899694378,-10.85491056,16239.138,1.468566787,-105.9557758,1.53,-6.707317073,826.2742807,1.78,-5.82010582,824.239418,15.462,12.0597188,-99.059567,91.83,-7.082869574,-2386.989605,79.92,4.923198109,-690.3594854,3127000,-12.31071228,-157.4267718,100.5566667,2.138762044,-47.52080572,1.582,-3.712720633,-104.6053966,18.02
1/1/2013,232.794,1.889022138,-1.067224007,16382.964,1.571947605,10.3380818,1.62,-14.73684211,-802.9525032,1.87,-16.14349776,-1032.339194,15.721,7.722351651,-433.7367149,97.24,-5.619722411,146.3147163,79.21,-0.100895447,-502.4093557,3080000,-6.269020085,604.1692197,101.3437667,1.966475935,-17.22861093,1.579,-3.660768761,5.195187155,12.7
4/1/2013,233.35,1.623095247,-26.59268904,16403.18,1.261654639,-31.02929662,2.16,61.19402985,7593.087196,2.52,50.89820359,6704.170135,16.149,11.62646022,390.4108569,96.36,13.31138288,1893.110529,81.75,3.769992384,387.0887831,3003000,-9.110169492,-284.1149406,101.7796333,1.757314562,-20.91613729,1.567,-3.806015961,-14.52471993,16.86
7/1/2013,234.7,1.751936842,12.88415944,16531.685,1.917418069,65.576343,2.31,62.67605634,148.2026487,2.64,60,910.1796407,15.857,5.020200013,-660.6260207,102.36,11.04361033,-226.7772551,81.45,-1.439980639,-520.9973023,2944000,-11.03052282,-192.0353325,102.1427,2.109922715,35.26081525,1.563,-2.677459527,112.8556434,16.6
10/1/2013,235.759,1.740856619,-1.108022299,16663.649,2.614122745,69.67046755,2.66,73.85620915,1118.015281,3.04,70.78651685,1078.651685,15.835,2.4123658,-260.7834213,98.17,6.904061853,-413.9548474,80.19,0.337837838,177.7818477,2807000,-10.23345059,79.70722249,102.8418,2.272483177,16.25604622,1.557,-1.580278129,109.7181398,13.72
1/1/2014,236.625,1.645660971,-9.519564819,16616.54,1.425724918,-118.8397827,2.29,41.35802469,-3249.818446,2.73,45.98930481,-2479.721204,16.985,8.040201005,562.7835205,101.57,4.452900041,-245.1161812,81.31,2.651180407,231.3342569,2729000,-11.3961039,-116.2653304,103.6340667,2.25993179,-1.255138706,1.536,-2.723242559,-114.296443,13.88
4/1/2014,237.837,1.922862653,27.7201682,16841.475,2.672012378,124.628746,2.06,-4.62962963,-4598.765432,2.53,0.396825397,-4559.247942,17.516,8.464920429,42.4719424,106.07,10.07679535,562.389531,79.47,-2.788990826,-544.0171232,2579000,-14.11921412,-272.3110223,105.0201333,3.183839334,92.3907544,1.541,-1.659221442,106.4021116,11.57
7/1/2014,238.786,1.740945888,-18.19167643,17047.098,3.117728169,44.57157906,1.94,-16.01731602,-1138.768639,2.52,-4.545454545,-494.2279942,16.959,6.949612159,-151.530827,91.17,-10.93200469,-2100.880004,81.46,0.012277471,280.1268297,2427000,-17.5611413,-344.1927185,105.6427,3.426578698,24.27393643,1.546,-1.087651951,57.15694909,16.31
10/1/2014,239.584,1.622419505,-11.85263837,17143.038,2.876854883,-24.08732853,1.5,-43.60902256,-2759.170654,2.17,-28.61842105,-2407.296651,17.178,8.481212504,153.1600345,53.45,-45.55363146,-3462.162677,86.92,8.392567652,838.0290181,2422000,-13.71571072,384.5430581,106.3358667,3.397516055,-2.906264283,1.538,-1.22029544,-13.26434886,19.2
1/1/2015,240.755,1.745377707,12.29582027,17305.752,4.147746763,127.089188,1.38,-39.73799127,387.103129,1.94,-28.93772894,-31.93078851,17.885,5.298793053,-318.2419451,47.72,-53.01762331,-746.3991858,94.8,16.59082524,819.8257585,2278000,-16.52620007,-281.048935,105.5231667,1.822856191,-157.4659865,1.523,-0.846354167,37.39412733,15.29
4/1/2015,242.064,1.777267624,3.188991712,17422.845,3.452013556,-69.57332073,1.71,-16.99029126,2274.77,2.35,-7.114624506,2182.310443,17.869,2.015300297,-328.3492756,59.48,-43.92382389,909.3799424,94.6,19.03863093,244.7805693,2312000,-10.35284994,617.3350131,104.1062667,-0.870182352,-269.3038543,1.525,-1.038286827,-19.19326601,18.23
7/1/2015,243.316,1.897096145,11.98285202,17486.021,2.574766685,-87.72468712,1.42,-26.80412371,-981.3832449,2.06,-18.25396825,-1113.934375,18.259,7.665546318,565.0246021,45.06,-50.57584732,-665.2023428,97.34,19.4942303,45.55993672,2240000,-7.704985579,264.7864363,104.0877333,-1.471911137,-60.17287846,1.516,-1.940491591,-90.22047645,24.5
10/1/2015,244.547,2.071507279,17.44111346,17514.062,2.164283833,-41.04828512,1.21,-19.33333333,747.0790378,2.27,4.608294931,2286.226318,17.48,1.758062638,-590.748368,37.13,-30.53320861,2004.263871,96.95,11.53934653,-795.4883772,2207000,-8.876961189,-117.197561,102.7285333,-3.392395667,-192.048453,1.499,-2.535760728,-59.5269137,18.21
1/1/2016,245.964,2.163610309,9.210302995,17613.264,1.776935206,-38.73486272,1.05,-23.91304348,-457.9710145,1.78,-8.24742268,-1285.571761,17.394,-2.745317305,-450.3379943,36.94,-22.59010897,794.3099637,99.61,5.073839662,-646.5506863,2169000,-4.784899034,409.2062155,102.1968333,-3.152230395,24.01652722,1.474,-3.217334209,-68.15734806,13.95
4/1/2016,247.435,2.218834688,5.522437911,17668.203,1.408254507,-36.86806991,0.91,-46.78362573,-2287.058225,1.49,-36.59574468,-2834.8322,17.736,-0.744305781,200.1011524,48.27,-18.84667115,374.3437819,93.08,-1.606765328,-668.060499,2132000,-7.785467128,-300.0568094,101.6070667,-2.400623978,75.16064171,1.463,-4.06557377,-84.82395617,15.63
7/1/2016,248.709,2.216459255,-0.237543372,17764.388,1.591940213,18.3685706,0.83,-41.54929577,523.4329956,1.6,-22.33009709,1426.564759,17.944,-1.725176625,-98.0870844,47.72,5.903240124,2474.991127,95.53,-1.859461681,-25.2696353,2086000,-6.875,91.0467128,102.0736333,-1.935002267,46.56217105,1.452,-4.221635884,-15.60621134,13.29
10/1/2016,249.959,2.213071516,-0.338773873,17876.179,2.067578612,47.56383987,1.25,3.305785124,4485.50809,2.45,7.929515419,3025.961251,18.218,4.221967963,594.7144588,53.75,44.76164826,3885.840814,98.44,1.536874678,339.6336358,2060000,-6.660625283,21.43747168,102.4091,-0.310948987,162.4053281,1.447,-3.46897932,75.26565644,14.04
1/1/2017,250.894,2.004358361,-20.87131545,17977.299,2.066823049,-0.075556316,1.13,7.619047619,431.3262495,2.4,34.83146067,2690.194526,17.127,-1.535012073,-575.6980036,50.54,36.81645912,-794.518914,99.51,-0.100391527,-163.7266205,2018000,-6.961733518,-30.11082346,103.0091667,0.794871335,110.5820321,1.442,-2.170963365,129.8015955,12.37
4/1/2017,251.714,1.72934306,-27.50153016,18054.052,2.18386103,11.70379811,0.93,2.197802198,-542.1245421,2.31,55.03355705,2020.209637,17.184,-3.112313938,-157.7301865,46.02,-4.661280298,-4147.773942,99.05,6.413837559,651.4229086,1970000,-7.598499062,-63.67655442,104.4233,2.77169042,197.6819086,1.433,-2.050580998,12.0382367,11.18
7/1/2017,252.888,1.68027695,-4.906610962,18185.636,2.371306008,18.74449785,0.86,3.614457831,141.6655634,2.33,45.625,-940.8557047,18.324,2.11769951,523.0013448,51.67,8.277451802,1293.87321,92.86,-2.794933529,-920.8771088,1930000,-7.478427613,12.00714493,104.2134667,2.096362463,-67.5327958,1.435,-1.170798898,87.97820999,9.51
10/1/2017,254.38,1.768690065,8.8413115,18359.432,2.70333498,33.20289716,0.51,-59.2,-6281.445783,2.4,-2.040816327,-4766.581633,17.714,-2.766494676,-488.4194186,60.46,12.48372093,420.6269128,94.55,-3.951645672,-115.6712144,1847000,-10.33980583,-286.1378213,106.1192333,3.62285513,152.6492668,1.445,-0.138217001,103.2581897,11.04
1/1/2018,256.075,2.065015505,29.63254394,18530.483,3.077125212,37.37902322,0.47,-58.40707965,79.2920354,2.74,14.16666667,1620.748299,17.706,3.38062708,614.7121756,64.87,28.35377918,1587.005825,89.13,-10.43111245,-647.9466779,1846000,-8.523290387,181.6515439,106.7197667,3.602203687,-2.065144301,1.456,0.970873786,110.9090787,19.97
4/1/2018,257.422,2.267652971,20.26374667,18654.383,3.325187055,24.80618428,0.33,-64.51612903,-610.9049386,2.85,23.37662338,920.995671,17.65,2.711824953,-66.8802127,74.13,61.0821382,3272.835902,91.84,-7.279151943,315.1960508,1738000,-11.77664975,-325.335936,107.9189667,3.347592603,-25.46110843,1.462,2.023726448,105.2852662,16.09
7/1/2018,258.606,2.261080004,-0.657296743,18752.355,3.116300139,-20.88869157,0.24,-72.09302326,-757.6894224,3.05,30.90128755,752.4664177,17.801,-2.85418031,-556.6005263,73.16,41.59086511,-1949.12731,94.49,1.755330605,903.4482549,1672000,-13.36787565,-159.1225901,109.2838333,4.865366088,151.7773485,1.461,1.81184669,-21.18797581,12.12
10/1/2018,259.986,2.203789606,-5.72903977,18813.923,2.475517761,-64.07823782,0.21,-58.82352941,1326.949384,2.69,12.08333333,-1881.795422,17.949,1.326634301,418.0814611,45.15,-25.32252729,-6691.33924,97.13,2.728714966,97.33843604,1687000,-8.662696264,470.5179383,110.3249333,3.963183551,-90.21825372,1.465,1.384083045,-42.77636449,25.42
1/1/2019,261.317,2.047056526,-15.67330797,18950.347,2.265801706,-20.97160548,0.14,-70.21276596,-1138.923655,2.41,-12.04379562,-2412.712895,17.83,0.700327573,-62.6306728,60.19,-7.214428858,1810.809843,95.58,7.236620666,450.7905701,1705000,-7.638136511,102.4559753,109.7875667,2.874631473,-108.8552079,1.459,0.206043956,-117.8039089,13.71
4/1/2019,262.925,2.137734926,9.067839912,19020.599,1.963163295,-30.26384111,0.25,-24.24242424,4597.034172,2,-29.8245614,-1778.076578,17.74,0.509915014,-19.0412559,58.2,-21.4892756,-1427.484674,97.48,6.141114983,-109.5505684,1717000,-1.208285386,642.9851126,109.1642,1.153859578,-172.0771895,1.454,-0.547195622,-75.32395785,15.08
7/1/2019,264.682,2.349520119,21.17851939,19141.744,2.076480527,11.33172322,0.05,-79.16666667,-5492.424242,1.68,-44.91803279,-1509.347138,17.643,-0.887590585,-139.7505599,54.09,-26.06615637,-457.6880773,98.52,4.265001587,-187.6113395,1698000,1.555023923,276.3309309,109.4706667,0.170961548,-98.28980298,1.442,-1.300479124,-75.32835015,16.24
10/1/2019,265.832,2.248582616,-10.09375034,19253.959,2.338884878,26.24043506,0.34,61.9047619,14107.14286,1.92,-28.62453532,1629.349747,17.289,-3.677085074,-278.9494489,61.14,35.41528239,6148.143876,97.35,0.226500566,-403.8501021,1775000,5.216360403,366.133648,109.5728333,-0.681713532,-85.26750804,1.427,-2.593856655,-129.3377531,13.78
1/1/2020,266.795,2.096304488,-15.22781276,19010.848,0.319260645,-201.9624233,0.47,235.7142857,17380.95238,0.7,-70.95435685,-4232.982153,11.809,-33.76892877,-3009.18437,20.51,-65.92457219,-10133.98546,97.39,1.893701611,166.7201045,7446000,336.7155425,33149.91821,107.6941333,-1.906803654,-122.5090122,1.381,-5.346127485,-275.2270829,53.54
4/1/2020,266.065,1.194256917,-90.2047571,17282.188,-9.139622785,-945.8883429,0.5,100,-13571.42857,0.66,-67,395.4356846,13.359,-24.69560316,907.332561,39.27,-32.5257732,3339.879899,99.57,2.144029545,25.03279333,17760000,934.3622598,59764.67172,93.48143333,-14.36621774,-1245.941409,1.102,-24.2090784,-1886.295092,30.43
,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
